Title,Year,Release Date,Imbibed,Completed,Favorite
Independence Day: Resurgence,2016,06/22/2016 00:00,TRUE,,
Indiana Jones and the Kingdom of the Crystal Skull,2008,05/21/2008 00:00,TRUE,,
Indiana Jones and the Last Crusade,1989,05/24/1989 00:00,TRUE,,
Indiana Jones and the Temple of Doom,1984,05/23/1984 00:00,TRUE,,
Indictment: The McMartin Trial,1995,05/20/1995 00:00,,,
Indie Game: The Movie,2012,05/18/2012 00:00,,,
Inferno,1980,02/07/1980 00:00,,,
Inglourious Basterds,2009,08/02/2009 00:00,TRUE,,
Ingrid Goes West,2017,08/11/2017 00:00,TRUE,,
Inherent Vice,2014,12/12/2014 00:00,,,
Inherit the Wind,1960,07/07/1960 00:00,,,
Injustice,2021,10/09/2021 00:00,,,
Inkheart,2008,12/11/2008 00:00,TRUE,,
Inland Empire,2006,12/06/2006 00:00,,,
Innerspace,1987,07/01/1987 00:00,,,
Inside Man,2006,03/23/2006 00:00,TRUE,,
Inside Out,2015,06/17/2015 00:00,TRUE,,
Insomnia,2002,05/24/2002 00:00,TRUE,,
Inspector Gadget,1999,07/23/1999 00:00,,,
Inspector Gadget 2,2003,03/11/2003 00:00,,,
Instinct,1999,06/04/1999 00:00,TRUE,,
Insurgent,2015,03/18/2015 00:00,,,
Internal Affairs,1990,01/12/1990 00:00,,,
Interpol Code 8,1963,08/31/1963 00:00,,,
Interstellar,2014,11/05/2014 00:00,TRUE,,
Interview with a Hitman,2012,07/20/2012 00:00,,,
Interview with the Vampire,1994,11/11/1994 00:00,,,
Into Pitch Black,2000,12/02/2000 00:00,,,
Into the Woods,2014,12/25/2014 00:00,,,
Into Thin Air: Death on Everest,1997,11/09/1997 00:00,,,
Intolerance: Love's Struggle Throughout the Ages,1916,09/04/1916 00:00,,,
Invasion of Astro-Monster,1965,12/19/1965 00:00,,,
Invasion of the Body Snatchers,1978,12/20/1978 00:00,,,
Invasion of the Body Snatchers,1956,02/05/1956 00:00,,,
Invictus,2009,12/10/2009 00:00,,,
Ip Man,2008,12/12/2008 00:00,TRUE,,
Ip Man 2,2010,04/29/2010 00:00,TRUE,,
Ip Man 3,2015,12/24/2015 00:00,TRUE,,
Ip Man 4: The Finale,2019,12/19/2019 00:00,,,
Ip Man: The Final Fight,2013,03/22/2013 00:00,,,
Irma Vep,1996,10/01/1996 00:00,,,
Iron Eagle,1986,01/17/1986 00:00,,,
Iron Man,2008,04/30/2008 00:00,TRUE,,
Iron Man 2,2010,04/28/2010 00:00,TRUE,,
Iron Man 3,2013,04/18/2013 00:00,TRUE,,
Iron Monkey,1993,09/03/1993 00:00,TRUE,,
Iron Sky,2012,04/04/2012 00:00,TRUE,,
Iron Sky: The Coming Race,2019,01/25/2019 00:00,,,
Ishtar,1987,05/15/1987 00:00,,,
Isle of Dogs,2018,03/23/2018 00:00,,,
It,2017,09/06/2017 00:00,TRUE,,
It Came from Beneath the Sea,1955,07/01/1955 00:00,,,
It Chapter Two,2019,09/04/2019 00:00,TRUE,,
It Comes at Night,2017,06/09/2017 00:00,,,
It Follows,2015,02/04/2015 00:00,,,
It Happened One Night,1934,02/22/1934 00:00,,,
It Runs in the Family,1994,09/23/1994 00:00,,,
"It's a Mad, Mad, Mad, Mad World",1963,11/07/1963 00:00,,,
It's a Wonderful Life,1946,12/20/1946 00:00,TRUE,,
"It's Christmastime Again, Charlie Brown",1992,11/27/1992 00:00,TRUE,,
"It's the Great Pumpkin, Charlie Brown",1966,10/27/1966 00:00,TRUE,,
Ivan the Terrible,2014,04/05/2014 00:00,,,
Jack and Jill,2011,11/11/2011 00:00,TRUE,,
Jack and the Cuckoo-Clock Heart,2014,02/05/2014 00:00,,,
Jack Frost,1998,11/15/1998 00:00,TRUE,,
Jack Frost,1979,12/13/1979 00:00,,,
Jack Frost,1997,11/18/1997 00:00,,,
Jack Reacher,2012,12/20/2012 00:00,TRUE,,
Jack Reacher: Never Go Back,2016,10/19/2016 00:00,TRUE,,
Jack the Giant Slayer,2013,02/27/2013 00:00,TRUE,,
Jackie Brown,1997,12/25/1997 00:00,TRUE,,
Jackie Chan: My Story,1998,07/17/1998 00:00,,,
Jacob's Ladder,1990,11/02/1990 00:00,,,
Jakob the Liar,1999,09/16/1999 00:00,,,
James and the Giant Peach,1996,04/12/1996 00:00,TRUE,,
Jarhead,2005,11/04/2005 00:00,,,
Jason and the Argonauts,1963,06/19/1963 00:00,TRUE,,
Jason Bourne,2016,07/27/2016 00:00,TRUE,,
Jason Goes to Hell: The Final Friday,1993,08/13/1993 00:00,,,
Jason X,2001,11/09/2001 00:00,,,
Jaws,1975,06/20/1975 00:00,TRUE,,
Jaws 2,1978,06/16/1978 00:00,,,
Jaws 3-D,1983,07/22/1983 00:00,,,
Jaws: The Revenge,1987,07/17/1987 00:00,,,
Jay and Silent Bob Strike Back,2001,08/22/2001 00:00,,,
Jeepers Creepers,2001,07/01/2001 00:00,TRUE,,
Jeepers Creepers 2,2003,08/08/2003 00:00,,,
Jennifer's Body,2009,09/18/2009 00:00,TRUE,,
Jeremiah Johnson,1972,09/10/1972 00:00,,,
Jerry Maguire,1996,12/13/1996 00:00,TRUE,,
JFK,1991,12/20/1991 00:00,,,
JFK Revisited: Through the Looking Glass,2021,11/12/2021 00:00,,,
Jin-Roh: The Wolf Brigade,1999,11/17/1999 00:00,,,
Jingle All the Way,1996,11/21/1996 00:00,TRUE,,
Jinnah,1998,11/07/1998 00:00,,,
Jiro Dreams of Sushi,2011,06/11/2011 00:00,TRUE,,
Jodorowsky's Dune,2013,08/30/2013 00:00,,,
Joe Dirt,2001,04/10/2001 00:00,TRUE,,
Joe Dirt 2: Beautiful Loser,2015,07/16/2015 00:00,,,
Joe Kidd,1972,07/19/1972 00:00,,,
Joe Versus the Volcano,1990,03/09/1990 00:00,,,
John Carter,2012,03/07/2012 00:00,TRUE,,
John Q,2002,02/15/2002 00:00,,,
John Wick,2014,10/22/2014 00:00,TRUE,,
John Wick: Chapter 2,2017,02/08/2017 00:00,TRUE,,
John Wick: Chapter 3 - Parabellum,2019,05/15/2019 00:00,TRUE,,
John Wick: Chapter 4,2023,03/22/2023 00:00,TRUE,,
Johnny Dangerously,1984,12/21/1984 00:00,,,
Johnny English,2003,03/14/2003 00:00,TRUE,,
Johnny English Reborn,2011,09/15/2011 00:00,,,
Johnny English Strikes Again,2018,09/13/2018 00:00,,,
Johnny Guitar,1954,05/26/1954 00:00,,,
Johnny Mnemonic,1995,05/26/1995 00:00,TRUE,,
Jojo Rabbit,2019,10/18/2019 00:00,,,
Joker,2019,10/01/2019 00:00,TRUE,,
Jonah Hex,2010,06/18/2010 00:00,,,
Joseph Campbell: Sukhavati,1998,10/27/1998 00:00,,,
Journey to the Center of the Earth,2008,07/01/2008 00:00,TRUE,,
Journey to the Center of the Earth,1959,12/15/1959 00:00,,,
Journey to the West: Conquering the Demons,2013,02/07/2013 00:00,TRUE,,
Journey to the West: The Demons Strike Back,2017,01/28/2017 00:00,,,
Judge Dredd,1995,06/30/1995 00:00,TRUE,,
Judgment at Nuremberg,1961,12/18/1961 00:00,,,
Jules,2023,08/10/2023 00:00,,,
Julius Caesar,1970,06/04/1970 00:00,,,
Julius Caesar,1953,06/04/1953 00:00,,,
Jumanji,1995,12/15/1995 00:00,TRUE,,
Jumanji: The Next Level,2019,12/04/2019 00:00,,,
Jumanji: Welcome to the Jungle,2017,12/09/2017 00:00,TRUE,,
Jumper,2008,02/13/2008 00:00,TRUE,,
Jungle 2 Jungle,1997,03/04/1997 00:00,TRUE,,
Jungle Book,1942,04/03/1942 00:00,,,
Jungle Cruise,2021,07/28/2021 00:00,TRUE,,
Junior,1994,11/22/1994 00:00,TRUE,,
Juno,2007,12/05/2007 00:00,TRUE,,
Jupiter Ascending,2015,02/04/2015 00:00,TRUE,,
Jurassic Park,1993,06/11/1993 00:00,TRUE,,
Jurassic Park III,2001,07/18/2001 00:00,TRUE,,
Jurassic World,2015,06/06/2015 00:00,TRUE,,
Jurassic World Dominion,2022,06/01/2022 00:00,TRUE,,
Jurassic World: Fallen Kingdom,2018,06/06/2018 00:00,TRUE,,
Just Imagine,1930,11/23/1930 00:00,,,
Just Like Heaven,2005,09/16/2005 00:00,,,
Justice League,2017,11/15/2017 00:00,TRUE,,
Justice League Dark,2017,01/24/2017 00:00,,,
Justice League Dark: Apokolips War,2020,05/05/2020 00:00,,,
Justice League vs. Teen Titans,2016,03/26/2016 00:00,,,
Justice League vs. the Fatal Five,2019,03/29/2019 00:00,,,
Justice League: Crisis on Two Earths,2010,02/23/2010 00:00,,,
Justice League: Doom,2012,02/28/2012 00:00,,,
Justice League: Gods and Monsters,2015,06/18/2015 00:00,,,
Justice League: The Flashpoint Paradox,2013,07/30/2013 00:00,,,
Justice League: The New Frontier,2008,02/26/2008 00:00,,,
Justice League: Throne of Atlantis,2015,01/13/2015 00:00,,,
Justice League: War,2014,01/21/2014 00:00,,,
Justice Society: World War II,2021,04/27/2021 00:00,,,
Juwanna Mann,2002,06/21/2002 00:00,,,
K-19: The Widowmaker,2002,07/19/2002 00:00,,,
K-9,1989,04/28/1989 00:00,,,
K-PAX,2001,10/26/2001 00:00,,,
Kagemusha,1980,04/26/1980 00:00,,,
Kangaroo Jack,2003,01/17/2003 00:00,TRUE,,
Kate,2021,09/10/2021 00:00,,,
Kate & Leopold,2001,12/25/2001 00:00,,,
Kazaam,1996,07/17/1996 00:00,,,
Kelly's Heroes,1970,06/22/1970 00:00,,,
Key Largo,1948,07/16/1948 00:00,,,
Kick-Ass,2010,03/26/2010 00:00,TRUE,,
Kick-Ass 2,2013,07/17/2013 00:00,TRUE,,
Kickin' It Old Skool,2007,04/27/2007 00:00,,,
Kiki's Delivery Service,1989,07/29/1989 00:00,TRUE,,
Kikujiro,1999,06/05/1999 00:00,,,
Kill Bill: The Whole Bloody Affair,2011,03/27/2011 00:00,TRUE,,
Kill Bill: Vol. 1,2003,10/10/2003 00:00,TRUE,,
Kill Bill: Vol. 2,2004,04/16/2004 00:00,TRUE,,
Kill the Messenger,2014,10/09/2014 00:00,,,
Killer Elite,2011,09/22/2011 00:00,,,
Killer Klowns from Outer Space,1988,05/27/1988 00:00,,,
Killer's Kiss,1955,10/01/1955 00:00,,,
Killer: A Journal of Murder,1996,09/06/1996 00:00,,,
Killers,2010,06/04/2010 00:00,,,
Killing Jimmy Hoffa,2014,11/11/2014 00:00,,,
Kind Hearts and Coronets,1949,06/21/1949 00:00,,,
Kindergarten Cop,1990,12/21/1990 00:00,,,
King Arthur,2004,07/07/2004 00:00,TRUE,,
King Arthur: Legend of the Sword,2017,05/10/2017 00:00,TRUE,,
King Kong,1976,09/08/1976 00:00,,,
King Kong,2005,12/12/2005 00:00,TRUE,,
King Kong,1933,03/15/1933 00:00,TRUE,,
King Kong vs. Godzilla,1962,08/11/1962 00:00,,,
King Kong vs. Godzilla,1962,08/11/1962 00:00,,,
King of Beggars,1992,12/17/1992 00:00,,,
King of Comedy,1999,02/08/1999 00:00,,,
King of Kings,1961,10/11/1961 00:00,,,
King of New York,1990,07/18/1990 00:00,,,
King of Thorn,2010,05/01/2010 00:00,,,
King Solomon's Mines,1985,11/22/1985 00:00,,,
Kingdom,2019,10/22/2019 00:00,,,
Kingdom of Heaven,2005,05/03/2005 00:00,TRUE,,
Kingdom of Silence,2020,10/02/2020 00:00,,,
Kingpin,1996,07/04/1996 00:00,,,
Kingsglaive: Final Fantasy XV,2016,07/09/2016 00:00,TRUE,,
Kingsman: The Golden Circle,2017,09/20/2017 00:00,TRUE,,
Kingsman: The Secret Service,2015,01/24/2015 00:00,TRUE,,
Kiss [1984] Quebec '84,1984,03/12/1984 00:00,,,
Kiss Kiss Bang Bang,2005,09/14/2005 00:00,,,
Kiss of the Dragon,2001,07/06/2001 00:00,TRUE,,
Kite,1998,02/25/1998 00:00,,,
Klaus,2019,11/08/2019 00:00,TRUE,,
Knight and Day,2010,06/15/2010 00:00,,,
Knight of Cups,2015,09/10/2015 00:00,,,
Knives Out,2019,11/27/2019 00:00,TRUE,,
Knowing,2009,03/19/2009 00:00,TRUE,,
Kong: Skull Island,2017,03/08/2017 00:00,TRUE,,
Korengal,2014,05/30/2014 00:00,,,
Kramer vs. Kramer,1979,12/07/1979 00:00,,,
Krampus,2015,11/26/2015 00:00,,,
Krippendorf's Tribe,1998,02/27/1998 00:00,TRUE,,
Kronk's New Groove,2005,12/05/2005 00:00,,,
Krull,1983,07/29/1983 00:00,,,
Kubo and the Two Strings,2016,08/18/2016 00:00,TRUE,,
Kung Fu Hustle,2004,02/10/2004 00:00,TRUE,,
Kung Fu Panda,2008,06/04/2008 00:00,TRUE,,
Kung Fu Panda 2,2011,05/25/2011 00:00,TRUE,,
Kung Fu Panda 3,2016,01/23/2016 00:00,TRUE,,
Kung Fury,2015,05/22/2015 00:00,TRUE,,
Kung Pow: Enter the Fist,2002,01/25/2002 00:00,TRUE,,
Kursk,2018,11/07/2018 00:00,,,
Kwaidan,1965,01/06/1965 00:00,,,
L.A. Confidential,1997,09/19/1997 00:00,,,
L.A. Story,1991,02/08/1991 00:00,,,
La Collectionneuse,1967,03/02/1967 00:00,,,
La Femme Nikita,1990,02/21/1990 00:00,,,
La La Land,2016,12/01/2016 00:00,,,
Labyrinth,1986,06/27/1986 00:00,TRUE,,
Lady and the Tramp,1955,06/22/1955 00:00,,,
Lady and the Tramp II: Scamp's Adventure,2001,02/18/2001 00:00,,,
Lady Bird,2017,09/01/2017 00:00,,,
Lady Death,2004,07/24/2004 00:00,,,
Lady in the Water,2006,07/19/2006 00:00,TRUE,,
Lady Snowblood,1973,12/01/1973 00:00,,,
Lady Terminator,1988,06/08/1988 00:00,,,
Lady Vengeance,2005,07/29/2005 00:00,,,
Ladyhawke,1985,03/27/1985 00:00,,,
Lake Placid,1999,07/15/1999 00:00,TRUE,,
Lakeview Terrace,2008,09/19/2008 00:00,TRUE,,
Lamborghini: The Man Behind the Legend,2022,11/17/2022 00:00,,,
Land of the Dead,2005,06/18/2005 00:00,TRUE,,
Land of the Lost,2009,06/05/2009 00:00,,,
Landlock,1995,10/31/1996 10:39,,,
Lara Croft: Tomb Raider,2001,06/11/2001 00:00,TRUE,,
Lara Croft: Tomb Raider - The Cradle of Life,2003,07/21/2003 00:00,TRUE,,
Larry David: Curb Your Enthusiasm,1999,10/17/1999 00:00,,,
Last Action Hero,1993,06/18/1993 00:00,TRUE,,
Last Hero in China,1993,04/01/1993 00:00,,,
Last Holiday,2006,01/13/2006 00:00,TRUE,,
Last Knights,2015,04/03/2015 00:00,,,
Last Man Standing,1996,09/20/1996 00:00,,,
Last Vegas,2013,10/31/2013 00:00,TRUE,,
Late Spring,1949,09/13/1949 00:00,,,
Law Abiding Citizen,2009,10/15/2009 00:00,TRUE,,
Lawrence of Arabia,1962,12/11/1962 00:00,TRUE,,
Layer Cake,2004,09/30/2004 00:00,,,
League of Legends: Origins,2019,10/16/2019 00:00,,,
Lean On Me,1989,03/03/1989 00:00,,,
Leap of Faith,1992,12/18/1992 00:00,,,
Leatherheads,2008,04/04/2008 00:00,,,
Leave It to Beaver,1997,08/22/1997 00:00,,,
Leaves of Grass,2009,09/13/2009 00:00,,,
Leaving Las Vegas,1995,10/27/1995 00:00,,,
Led Zeppelin Played Here (2013),2013,10/03/2022 21:10,,,
Legally Blonde,2001,07/13/2001 00:00,TRUE,,
Legend,1985,08/28/1985 00:00,,,
Legend of Lemnear,1989,10/05/1989 00:00,,,
Legend of the Guardians: The Owls of Ga'Hoole,2010,07/10/2010 00:00,TRUE,,
Legends of the Fall,1994,12/23/1994 00:00,,,
Legion,2010,01/21/2010 00:00,,,
Legionnaire,1998,12/03/1998 00:00,,,
LEGO Hidden Side: Night of the Harbinger,2020,10/31/2020 00:00,,,
LEGO Star Wars Holiday Special,2020,11/17/2020 00:00,TRUE,,
LEGO Star Wars Terrifying Tales,2021,10/01/2021 00:00,TRUE,,
Lemony Snicket's A Series of Unfortunate Events,2004,12/16/2004 00:00,TRUE,,
Leroy & Stitch,2006,06/23/2006 00:00,,,
Les Misérables,2012,12/18/2012 00:00,TRUE,,
Les Misérables,1978,12/27/1978 00:00,,,
Les Misérables,1998,05/01/1998 00:00,,,
Lesbian Vampire Killers,2009,03/16/2009 00:00,TRUE,,
Lethal Weapon,1987,03/06/1987 00:00,TRUE,,
Lethal Weapon 2,1989,07/07/1989 00:00,TRUE,,
Lethal Weapon 3,1992,05/15/1992 00:00,TRUE,,
Lethal Weapon 4,1998,07/10/1998 00:00,TRUE,,
Letters from Iwo Jima,2006,12/09/2006 00:00,TRUE,,
Leviathan,1989,03/17/1989 00:00,,,
Leviathan,2012,08/09/2012 00:00,,,
Liar Liar,1997,03/21/1997 00:00,TRUE,,
Liberal Arts,2012,09/14/2012 00:00,,,
Licence to Kill,1989,06/13/1989 00:00,TRUE,,
Life,2017,03/22/2017 00:00,,,
Life After Beth,2014,08/15/2014 00:00,,,
Life Is Beautiful,1997,12/20/1997 00:00,,,
Life of Pi,2012,11/20/2012 00:00,TRUE,,
Lifeforce,1985,06/21/1985 00:00,,,
Lilo & Stitch,2002,06/21/2002 00:00,TRUE,,
Lilo & Stitch 2: Stitch Has a Glitch,2005,08/22/2005 00:00,,,
Lily C.A.T.,1987,09/01/1987 00:00,,,
Limitless,2011,03/17/2011 00:00,TRUE,,
Lincoln,2012,11/09/2012 00:00,,,
Lions for Lambs,2007,10/22/2007 00:00,,,
Little Giants,1994,10/14/1994 00:00,,,
Little Miss Sunshine,2006,07/26/2006 00:00,,,
Little Nemo: Adventures in Slumberland,1989,07/15/1989 00:00,,,
Little Nicky,2000,11/10/2000 00:00,TRUE,,
Little Shop of Horrors,1986,12/19/1986 00:00,TRUE,,
Live and Let Die,1973,06/27/1973 00:00,,,
Live Free or Die Hard,2007,06/20/2007 00:00,TRUE,,
"Lock, Stock and Two Smoking Barrels",1998,08/28/1998 00:00,,,
Logan Lucky,2017,08/17/2017 00:00,TRUE,,
Logan's Run,1976,06/23/1976 00:00,,,
Logos & Literacy,2022,12/20/2022 03:12,,,
Lolita,1997,09/27/1997 00:00,,,
Lolita,1962,06/13/1962 00:00,TRUE,,
Lone Wolf and Cub: Baby Cart at the River Styx,1972,04/22/1972 00:00,,,
Lone Wolf and Cub: Baby Cart in Peril,1972,12/30/1972 00:00,,,
Lone Wolf and Cub: Baby Cart in the Land of Demons,1973,08/11/1973 00:00,,,
Lone Wolf and Cub: Baby Cart to Hades,1972,09/02/1972 00:00,,,
Lone Wolf and Cub: Sword of Vengeance,1972,01/15/1972 00:00,,,
Lone Wolf and Cub: White Heaven in Hell,1974,04/24/1974 00:00,,,
Lonely are the Brave,1962,05/24/1962 00:00,,,
Longlegs,2024,07/10/2024 00:00,,,
Looper,2012,09/26/2012 00:00,TRUE,,
Lord of Illusions,1995,08/25/1995 00:00,,,
Lord of the Flies,1963,08/13/1963 00:00,,,
Lord of the Flies,1990,03/16/1990 00:00,,,
Lord of War,2005,09/16/2005 00:00,TRUE,,
Lost Highway,1997,01/15/1997 00:00,,,
Lost in Space,1998,04/03/1998 00:00,,,
Love Actually,2003,09/07/2003 00:00,,,
Love and Monsters,2020,10/16/2020 00:00,,,
Love Exposure,2009,01/31/2009 00:00,,,
Love Story,1970,12/16/1970 00:00,,,
Luca,2021,06/17/2021 00:00,,,
Lucky Number Slevin,2006,02/24/2006 00:00,TRUE,,
Lucy,2014,07/25/2014 00:00,TRUE,,
Lust for a Vampire,1971,01/17/1971 00:00,,,
Léon: The Professional,1994,09/14/1994 00:00,TRUE,,
Mac and Me,1988,08/12/1988 00:00,,,
MacArthur,1977,07/15/1977 00:00,,,
MacGruber,2010,05/21/2010 00:00,,,
Mad God,2021,09/17/2021 00:00,,,
Mad Max,1979,04/12/1979 00:00,TRUE,,
Mad Max 2,1981,12/24/1981 00:00,TRUE,,
Mad Max Beyond Thunderdome,1985,06/29/1985 00:00,TRUE,,
Mad Max: Fury Road,2015,05/13/2015 00:00,TRUE,,
Madadayo,1993,04/17/1993 00:00,,,
Madagascar,2005,05/25/2005 00:00,TRUE,,
Madagascar 3: Europe's Most Wanted,2012,06/06/2012 00:00,TRUE,,
Madagascar: Escape 2 Africa,2008,10/30/2008 00:00,TRUE,,
Madame Web,2024,02/14/2024 00:00,TRUE,,
Magic Mike,2012,06/28/2012 00:00,,,
Magic Money: The Bitcoin Revolution,2017,01/25/2017 00:00,,,
Magnolia,1999,12/17/1999 00:00,,,
Magnum Force,1973,12/13/1973 00:00,,,
Maid in Manhattan,2002,12/13/2002 00:00,,,
Major Dundee,1965,03/15/1965 00:00,,,
Major League,1989,02/16/1989 00:00,,,
Major Payne,1995,03/24/1995 00:00,,,
Make Mine Music,1946,06/30/1946 00:00,,,
Malcolm X,1992,11/18/1992 00:00,,,
Maleficent,2014,05/28/2014 00:00,TRUE,,
Maleficent: Mistress of Evil,2019,10/16/2019 00:00,,,
Malena,2000,03/16/2000 00:00,TRUE,,
Malibu's Most Wanted,2003,04/10/2003 00:00,,,
Mallrats,1995,10/20/1995 00:00,,,
Mamma Mia!,2008,07/03/2008 00:00,,,
Man of La Mancha,1972,12/12/1972 00:00,,,
Man of Steel,2013,06/12/2013 00:00,TRUE,,
Man of the House,1995,03/03/1995 00:00,,,
Man on a Ledge,2012,01/13/2012 00:00,,,
Man on Fire,2004,04/23/2004 00:00,TRUE,,
Man on the Moon,1999,12/22/1999 00:00,,,
Mandingo,1975,06/06/1975 00:00,,,
Mandy,2018,09/13/2018 00:00,,,
Manhunter,1986,08/14/1986 00:00,,,
Mannequin,1987,02/13/1987 00:00,,,
Mansfield Park,1999,11/12/1999 00:00,,,
Manufacturing Consent: Noam Chomsky and the Media,1992,11/06/1992 00:00,,,
Marathon Man,1976,10/08/1976 00:00,,,
March Comes In Like a Lion,1991,04/13/1991 00:00,,,
Margin Call,2011,09/28/2011 00:00,TRUE,,
Marked for Death,1990,10/05/1990 00:00,,,
Marlowe,2023,02/15/2023 00:00,TRUE,,
Mars Attacks!,1996,12/13/1996 00:00,TRUE,,
Mars Needs Moms,2011,03/09/2011 00:00,,,
Mary Poppins,1964,12/17/1964 00:00,,,
"Mary, Queen of Scots",1971,12/22/1971 00:00,,,
Master and Commander: The Far Side of the World,2003,11/14/2003 00:00,TRUE,,
Master Z: Ip Man Legacy,2018,12/20/2018 00:00,,,
Masters of the Universe,1987,08/07/1987 00:00,,,
Matchstick Men,2003,09/12/2003 00:00,TRUE,,
Matilda,1996,08/02/1996 00:00,TRUE,,
Maverick,1994,05/20/1994 00:00,TRUE,,
Max Payne,2008,10/15/2008 00:00,,,
Maximum Overdrive,1986,07/13/1986 00:00,,,
Maze Runner: The Death Cure,2018,01/10/2018 00:00,,,
Maze Runner: The Scorch Trials,2015,09/09/2015 00:00,,,
Mazes and Monsters,1982,12/27/1982 00:00,,,
McEnroe,2022,07/15/2022 00:00,,,
McLintock!,1963,11/12/1963 00:00,,,
"Me, Myself & Irene",2000,06/22/2000 00:00,,,
Mean Girls,2004,04/30/2004 00:00,,,
Meet Joe Black,1998,11/12/1998 00:00,,,
Meet the Fockers,2004,12/22/2004 00:00,,,
Meet the Parents,2000,10/06/2000 00:00,TRUE,,
Meet the Robinsons,2007,03/23/2007 00:00,,,
Meeting Gorbachev,2019,05/03/2019 00:00,,,
Megalopolis,2024,09/25/2024 00:00,TRUE,,
Megamind,2010,10/28/2010 00:00,,,
Melancholia,2011,05/26/2011 00:00,,,
Melody Time,1948,05/27/1948 00:00,,,
Memento,2000,10/11/2000 00:00,,,
Memoirs of a Geisha,2005,12/06/2005 00:00,,,
Memories,1995,12/23/1995 00:00,,,
Memories of Murder,2003,04/25/2003 00:00,,,
Memory,2022,04/28/2022 00:00,,,
Memphis Belle,1990,09/07/1990 00:00,,,
Men Behind the Sun,1988,12/01/1988 00:00,,,
Men in Black,1997,07/02/1997 00:00,TRUE,,
Men in Black 3,2012,05/23/2012 00:00,TRUE,,
Men in Black II,2002,07/03/2002 00:00,TRUE,,
Menace II Society,1993,05/26/1993 00:00,,,
Mercury Rising,1998,04/03/1998 00:00,,,
Merrill's Marauders,1962,03/16/1962 00:00,,,
"Merry Christmas, Mr. Lawrence",1983,05/28/1983 00:00,,,
Meru,2015,01/25/2015 00:00,,,
Metropolis,2001,05/26/2001 00:00,,,
Metropolis,1927,02/06/1927 00:00,,,
Miami Blues,1990,04/20/1990 00:00,,,
Miami Vice,2006,07/27/2006 00:00,,,
Michael,1996,12/25/1996 00:00,,,
Michael Clayton,2007,10/12/2007 00:00,,,
Michael Collins,1996,10/25/1996 00:00,TRUE,,
Mickey's Christmas Carol,1983,10/19/1983 00:00,TRUE,,
Mickey's House of Villains,2001,11/15/2001 00:00,,,
Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,11/06/2001 00:00,,,
Mickey's Once Upon a Christmas,1999,10/31/1999 00:00,,,
Mickey's Twice Upon a Christmas,2004,11/09/2004 00:00,,,
"Mickey, Donald, Goofy: The Three Musketeers",2004,08/04/2004 00:00,,,
Midnight Cowboy,1969,05/25/1969 00:00,,,
Midnight in Paris,2011,05/11/2011 00:00,,,
Midnight in the Garden of Good and Evil,1997,11/21/1997 00:00,TRUE,,
Midnight Run,1988,07/20/1988 00:00,,,
Midway,1976,06/18/1976 00:00,,,
Midway,2019,11/06/2019 00:00,TRUE,,
Mighty Joe Young,1998,12/25/1998 00:00,TRUE,,
Millennium Actress,2002,09/14/2002 00:00,,,
Miller's Crossing,1990,09/21/1990 00:00,,,
Million Dollar Baby,2004,12/05/2004 00:00,,,
Mind Game,2004,08/07/2004 00:00,,,
Mindhunters,2004,05/07/2004 00:00,TRUE,,
Mindwarp,1992,05/25/1992 00:00,,,
Minority Report,2002,06/20/2002 00:00,TRUE,,
Miracle on 34th Street,1947,06/04/1947 00:00,TRUE,,
Misery,1990,11/30/1990 00:00,,,
Mishima: A Life in Four Chapters,1985,09/20/1985 00:00,,,
Miss Congeniality,2000,12/22/2000 00:00,TRUE,,
Miss Congeniality 2: Armed and Fabulous,2005,03/11/2005 00:00,TRUE,,
Miss Peregrine's Home for Peculiar Children,2016,09/27/2016 00:00,TRUE,,
Mission: Impossible,1996,05/22/1996 00:00,TRUE,,
Mission: Impossible - Dead Reckoning Part One,2023,07/08/2023 00:00,TRUE,,
Mission: Impossible - Fallout,2018,07/25/2018 00:00,TRUE,,
Mission: Impossible - Ghost Protocol,2011,12/07/2011 00:00,TRUE,,
Mission: Impossible - Rogue Nation,2015,07/28/2015 00:00,TRUE,,
Mission: Impossible - The Final Reckoning,2025,05/23/2025 00:00,TRUE,,
Mission: Impossible II,2000,05/24/2000 00:00,TRUE,,
Mission: Impossible III,2006,04/25/2006 00:00,TRUE,,
Mississippi Burning,1988,12/08/1988 00:00,,,
Mister 880,1950,09/29/1950 00:00,,,
Moana,2016,10/13/2016 00:00,TRUE,,
Mobile Suit Gundam Hathaway,2021,06/11/2021 00:00,,,
Moby Dick,1956,06/27/1956 00:00,,,
Modern Problems,1981,12/25/1981 00:00,,,
Modern Times,1936,02/05/1936 00:00,,,
Modest Heroes,2019,09/06/2019 00:00,TRUE,,
Molly's Game,2017,12/07/2017 00:00,TRUE,,
Money Talks,1997,08/22/1997 00:00,,,
Moneyball,2011,09/23/2011 00:00,TRUE,,
Monkey Man,2024,04/03/2024 00:00,,,
Monkeybone,2001,02/23/2001 00:00,,,
Monster,2003,12/24/2003 00:00,,,
Monster's Ball,2001,06/07/2001 00:00,,,
Monsters University,2013,06/19/2013 00:00,TRUE,,
Monsters vs Aliens,2009,03/19/2009 00:00,,,
"Monsters, Inc.",2001,11/01/2001 00:00,TRUE,,
Moon,2009,06/12/2009 00:00,,,
Moonage Daydream,2022,09/15/2022 00:00,TRUE,,
